Disease,Gender,symptoms,Cure
Gastroesophageal Reflux Disease (GERD),female,"heartburn,sore throat,chest pain,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,sore throat,chest pain,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,sore throat,heartburn","Antacids, dietary changes, surgery if needed"
Sinusitis,male,"headache,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,facial pain,runny nose,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,nasal congestion,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"nasal congestion,headache,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,headache,nasal congestion,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,runny nose,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"nasal congestion,runny nose,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,nasal congestion,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"nasal congestion,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,headache,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,runny nose,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,facial pain,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,headache,nasal congestion,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"nasal congestion,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,nasal congestion,runny nose,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,headache,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,facial pain,nasal congestion,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,runny nose,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,nasal congestion,headache,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,headache,nasal congestion,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,headache,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,nasal congestion,headache,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,headache,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,nasal congestion,headache,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,facial pain,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"nasal congestion,runny nose,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,facial pain,runny nose,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"nasal congestion,runny nose,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"nasal congestion,runny nose,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,nasal congestion,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,facial pain,nasal congestion,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,headache,runny nose,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"nasal congestion,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,facial pain,headache,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,facial pain,headache,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"runny nose,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,nasal congestion,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,nasal congestion,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,nasal congestion,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,runny nose,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,nasal congestion,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,nasal congestion,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"facial pain,headache,nasal congestion,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,male,"headache,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,nasal congestion,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,headache,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,nasal congestion,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,headache,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"facial pain,runny nose,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,nasal congestion,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,nasal congestion,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"facial pain,runny nose,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,runny nose,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,nasal congestion,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,runny nose,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,runny nose,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,facial pain,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,facial pain,nasal congestion,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"facial pain,runny nose,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,facial pain,nasal congestion,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"facial pain,nasal congestion,runny nose,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,headache,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,headache,facial pain,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,runny nose,nasal congestion,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"facial pain,runny nose,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,facial pain,runny nose,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,nasal congestion,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,headache,facial pain,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,nasal congestion,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"facial pain,headache,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,nasal congestion,facial pain,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,nasal congestion,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"facial pain,headache,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"facial pain,nasal congestion,headache,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,headache,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,runny nose,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,headache,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,runny nose,headache","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,nasal congestion,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"nasal congestion,facial pain,runny nose","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"headache,runny nose,facial pain","Decongestants, nasal sprays, antibiotics"
Sinusitis,female,"runny nose,headache,facial pain,nasal congestion","Decongestants, nasal sprays, antibiotics"
Urinary Tract Infection (UTI),male,"frequent urge,cloudy urine,pelvic pain","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"burning urination,cloudy urine,pelvic pain","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"burning urination,frequent urge,cloudy urine","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"burning urination,cloudy urine,pelvic pain","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"cloudy urine,burning urination,frequent urge","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"frequent urge,burning urination,pelvic pain,cloudy urine","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"burning urination,pelvic pain,frequent urge","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"burning urination,pelvic pain,cloudy urine,frequent urge","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"pelvic pain,burning urination,frequent urge","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"pelvic pain,burning urination,frequent urge","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"cloudy urine,pelvic pain,frequent urge","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"frequent urge,pelvic pain,burning urination,cloudy urine","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"frequent urge,pelvic pain,cloudy urine","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"burning urination,cloudy urine,pelvic pain","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"cloudy urine,pelvic pain,burning urination","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"burning urination,cloudy urine,frequent urge,pelvic pain","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"burning urination,frequent urge,pelvic pain,cloudy urine","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"burning urination,pelvic pain,cloudy urine","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"frequent urge,pelvic pain,burning urination,cloudy urine","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"cloudy urine,pelvic pain,burning urination","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"pelvic pain,frequent urge,cloudy urine","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"pelvic pain,cloudy urine,burning urination","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"pelvic pain,cloudy urine,frequent urge","Antibiotics, hydration, hygiene practices"
Urinary Tract Infection (UTI),male,"cloudy urine,frequent urge,burning urination,pelvic pain","Antibiotics, hydration, hygiene practices"
